가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
월정해상,제주특별자치도 제주시 구좌읍 월정3길 51 월정해상,음식점/식음료업,Y,Y,N
강정동베이커리,제주특별자치도 서귀포시 신서로102번길 10-1 강정동,음식점/식음료업,Y,Y,N
오아로,제주특별자치도 서귀포시 성산읍 풍천로 77-21 오아로,여행/숙박,Y,Y,N
그쌤영어,제주특별자치도 서귀포시 천제연로207번길 10 2층 201호 그쌤영어,외국어/언어,Y,Y,N
제주달로와,제주특별자치도 서귀포시 성산읍 환해장성로 233-18 제주달로와,여행/숙박,Y,Y,N
한빛약국,제주특별자치도 서귀포시 장수로 36 한빛약국,보건/복지,Y,N,N
조수진가구점,제주특별자치도 제주시 한북로 256-45 조수진가구점,가구/인테리어,Y,N,N
카페봄봄서귀중앙점,제주특별자치도 서귀포시 중앙로 65 1층 카페봄봄,음식점/식음료업,Y,N,N
본가장어 서귀포점,제주특별자치도 서귀포시 천제연로 55 1층 본가장어,음식점/식음료업,Y,N,N
연갈치,제주특별자치도 제주시 애월읍 일주서로 7035 연갈치,음식점/식음료업,Y,N,N
하이키스티지,제주특별자치도 제주시 서광로32길 28 1층,음식점/식음료업,Y,N,N
수진이네수산,제주특별자치도 제주시 삼도일동 534-7 1층,음식점/식음료업,Y,N,N
호아입시미술학원,제주특별자치도 제주시 연북로 583 지하1층 B102호,예술 교육,Y,N,N
프루떼,제주특별자치도 제주시 신광로6길 2 1층 프루떼(요아정 매장 안 샵입샵),식자재/유통,Y,Y,N
뷰티민,제주특별자치도 제주시 신설로6길 14 1층,생활/리빙,Y,Y,N
30년할매닭발 서귀점,제주특별자치도 서귀포시 이중섭로 12 1층 안쪽 건물,음식점/식음료업,Y,N,N
브릴로,제주특별자치도 제주시 전농로 27 1층 브릴로,음식점/식음료업,Y,N,N
파워쭈쌤,제주특별자치도 제주시 수덕로 44 209동1003호,외국어/언어,Y,N,N
시흥리해녀의집,제주특별자치도 서귀포시 성산읍 시흥하동로 114 (시흥리),음식점/식음료업,Y,N,N
오늘은감자탕,제주특별자치도 제주시 평전길 31 삼도일동,음식점/식음료업,Y,N,N
탐라당구장,제주특별자치도 제주시 남성로 47-1 3층,문화/체육,Y,N,N
호라관,제주특별자치도 제주시 동문로 72 101-1호,음식점/식음료업,Y,N,N
구석집중문점,제주특별자치도 서귀포시 중문로81번길 3 구석집중문점,음식점/식음료업,Y,N,N
을지포차제주시청점,제주특별자치도 제주시 신성로13길 2 1층,음식점/식음료업,Y,N,N
광일검도관,제주특별자치도 제주시 월광로 97 지하 1층,기술/기능 교육,Y,N,N
산지나미,제주특별자치도 제주시 산지로 17 가동 1층 산지나미,음식점/식음료업,Y,Y,N
우드스탁,제주특별자치도 서귀포시 중정로91번길 35 2층,음식점/식음료업,Y,Y,N
서서아이스까까,제주특별자치도 서귀포시 효돈로 127-1 1층,음식점/식음료업,Y,Y,N
토파즈쥬얼리,제주특별자치도 제주시 월랑로 30 토파즈쥬얼리,귀금속,Y,Y,N
아일랜드 필름,제주특별자치도 서귀포시 천제연로 213 아일랜드 필름,기타,Y,Y,N
도톰함덕,제주특별자치도 제주시 조천읍 신북로 409 B동,음식점/식음료업,Y,Y,N
이타프로젝트,제주특별자치도 제주시 금월길 15-2 2층 이타프로젝트,기타,Y,Y,N
보물창고,제주특별자치도 제주시 애월읍 하귀7길 45 1층,의류/잡화,Y,Y,N
탐나제주,제주특별자치도 제주시 구좌읍 비자림로 2228 B동,음식점/식음료업,Y,Y,N
셀프사진관 스튜디오 제주스럽,제주특별자치도 서귀포시 천지연로 11 1층 스튜디오 제주스럽,기타,Y,Y,N
소요일기,제주특별자치도 제주시 한림읍 귀덕3길 35 소요일기,문화/체육,Y,Y,N
뽕꼬랑샌드,제주특별자치도 제주시 애월읍 하귀동남1길 41 1층,음식점/식음료업,Y,Y,N
알콩상점,제주특별자치도 제주시 조천읍 조천3길 15 3길15,의류/잡화,Y,N,N
지니,제주특별자치도 제주시 서사로 35 1층 지니,생활/리빙,Y,Y,N
진범한우정육시당,제주특별자치도 제주시 애월읍 중산간서로 5429-4 1층,음식점/식음료업,Y,N,N
멕시카나 대평점,제주특별자치도 서귀포시 안덕면 난드르로 4 멕시카나 치킨,음식점/식음료업,Y,N,N
정내과의원,제주특별자치도 제주시 동문로 70 201호 정내과의원,보건/복지,Y,N,N
길수산,제주특별자치도 제주시 청귤로3길 42-1  제주특별자치도 제주시 청귤로3길 42-1,음식점/식음료업,Y,N,N
킹콩브로스,제주특별자치도 제주시 애월읍 봉성리 4554 새별오름,음식점/식음료업,Y,N,N
신제주삼계탕,제주특별자치도 제주시 연동 272-4 제주특별자치도제주시연동272-4,음식점/식음료업,Y,N,N
착한토끼 키즈카페 키즈룸 제주노형하우스,제주특별자치도 제주시 노형동 3134-3 3층,기타,Y,Y,N
우곱창만,제주특별자치도 제주시 연동10길 31 1층,음식점/식음료업,Y,N,N
배움유도장,제주특별자치도 제주시 한경면 녹차분재로 555 1층,문화/체육,Y,Y,Y
파머스빌리지플러스,제주특별자치도 제주시 우도면 우도로 225 파머스빌리지플러스,음식점/식음료업,Y,N,N
까페노을숲,제주특별자치도 제주시 한경면 한경해안로 240 1층,음식점/식음료업,Y,N,N
배드민턴전문점스매쉬,제주특별자치도 제주시 신성로 56 1층,문화/체육,Y,N,N
해뜨는곳,제주특별자치도 제주시 청사로 86 1층,음식점/식음료업,Y,N,N
돈사돈중문점,제주특별자치도 서귀포시 일주서로 873 돈사돈중문점,음식점/식음료업,Y,N,N
GS오라초등학교점,제주특별자치도 제주시 연사길 51-11 나동1층,식자재/유통,Y,N,N
소설과농담,제주특별자치도 제주시 남성로 160 1층 소설과농담,음식점/식음료업,Y,N,N
감귤농장정원,제주특별자치도 제주시 애월읍 장전로 103 장전리,기타,Y,N,N
육싸롱표선점,제주특별자치도 서귀포시 표선면 표선중앙로117번길 1 육싸롱 표선점,음식점/식음료업,Y,Y,N
제주만족모슬포점,제주특별자치도 서귀포시 대정읍 하모항구로6번길 26-1 제주만족,음식점/식음료업,Y,Y,N
올랑케어,제주특별자치도 제주시 고산동산3길 18 1층,생활/리빙,Y,Y,N
이코이(ikoi),제주특별자치도 제주시 애월읍 신상로 200-51 하가리255-6,여행/숙박,Y,Y,N
대신땅콩빵 색달점,제주특별자치도 서귀포시 색달로 1 대신땅콩빵,음식점/식음료업,Y,Y,N
우량보이차,"제주특별자치도 제주시 구좌읍 평대7길 39-1 1,2호",식자재/유통,Y,Y,N
수기당구장,제주특별자치도 제주시 가령골길 21 2층,문화/체육,Y,Y,N
빽다방 제주송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 316 1층,음식점/식음료업,Y,Y,N
허그매트 제주지점,제주특별자치도 제주시 이도이동 888 101동 402호,건축/철물,Y,Y,N
제주 고요,제주특별자치도 제주시 애월읍 녹근로 556 .,여행/숙박,Y,Y,N
다미,제주특별자치도 제주시 월랑로 12 다미,음식점/식음료업,Y,Y,N
소락,제주특별자치도 서귀포시 법환상로22번길 71 소락,여행/숙박,Y,Y,N
3030영어엠베스트se전과목학원,제주특별자치도 제주시 수덕11길 1 2층,입시/교습학원,Y,N,N
까망흑염소,제주특별자치도 서귀포시 회수동 412-6 1층,음식점/식음료업,Y,N,N
애월뮤직팩토리,제주특별자치도 제주시 애월읍 엄수로 63 1층,음식점/식음료업,Y,N,N
탑 수학영어,제주특별자치도 제주시 조천읍 함덕로 2 1동 2층 202호 샘물하우스,입시/교습학원,Y,Y,N
아이씨(IC)댄스학원,제주특별자치도 제주시 우정로 90 2층 IC댄스,입시/교습학원,Y,N,N
수이쌤 영어,제주특별자치도 서귀포시 중앙로 172 1108호,입시/교습학원,Y,Y,N
에이바헤어인제점,제주특별자치도 제주시 고마로13길 2 1층,생활/리빙,Y,N,N
도련주유소 자동세차장,제주특별자치도 제주시 연삼로 874 도련주유소,자동차/주유,Y,N,N
얌샘김밥제주제대점,제주특별자치도 제주시 아라일동 368-81 1층101호(아라일동),음식점/식음료업,Y,N,N
왕언니밥상,제주특별자치도 제주시 태성로1길 3 1층,음식점/식음료업,Y,N,N
신윤호 베스트 내과의원,제주특별자치도 서귀포시 안덕면 화순로 157 신윤호 베스트 내과의원,보건/복지,Y,N,N
왕부잣집1호점,제주특별자치도 제주시 신대로7길 9 1층,음식점/식음료업,Y,N,N
쏠빙(solving) 공부방,제주특별자치도 서귀포시 천제연로213번길 8-3 203호,입시/교습학원,Y,Y,N
다봄언어발달센터,제주특별자치도 제주시 구산로4길 27-12 202호,입시/교습학원,Y,Y,N
엄마손,제주특별자치도 제주시 연동3길 35 1층,음식점/식음료업,Y,N,N
우도해녀922,제주특별자치도 제주시 우도면 우도해안길 922 1층,음식점/식음료업,Y,N,N
푸라닭 제주서귀점,제주특별자치도 서귀포시 동홍중앙로 62 1층,음식점/식음료업,Y,Y,N
파니,제주특별자치도 제주시 수덕로 79 1층,의류/잡화,Y,N,N
구전라도,제주특별자치도 제주시 광양13길 14 1층 구전라도,음식점/식음료업,Y,N,N
유진유통,제주특별자치도 제주시 동광로9길 41 1층,식자재/유통,Y,N,N
동광미래엔영어교습소,제주특별자치도 제주시 태성로2길 34 1층 미래엔영어 ,입시/교습학원,Y,Y,N
제주낭낭,제주특별자치도 제주시 구좌읍 월정1길 10 1층,의류/잡화,Y,N,N
아워벨류(our value),제주특별자치도 제주시 남성로 158-11 2층,생활/리빙,Y,N,N
친절한선생님,제주특별자치도 제주시 조천읍 신조로 26 103-202,입시/교습학원,Y,Y,N
플러프제주,제주특별자치도 제주시 인다5길 20 2층 ,생활/리빙,Y,Y,N
아리엘 브레인앤뮤직랩,제주특별자치도 제주시 오등봉동길 58-8 1층,기타,Y,N,Y
엄마손밥상,제주특별자치도 서귀포시 동홍로 6 1층,음식점/식음료업,Y,N,N
한림선원상회,제주특별자치도 제주시 한림읍 한림해안로 174 1층,의류/잡화,Y,N,N
할매식당,제주특별자치도 서귀포시 부두로 40 (서귀동),음식점/식음료업,Y,N,N
보타리바이오,제주특별자치도 제주시 애월읍 돈물내길 12-10 보타리바이오,기타,Y,Y,N
행복한면,제주특별자치도 제주시 남성로 32-1 1층,음식점/식음료업,Y,Y,N
윤 수학학원,제주특별자치도 서귀포시 중문상로 58-5 3층,입시/교습학원,Y,Y,N
한입정거장,제주특별자치도 제주시 노연로 63 1층,음식점/식음료업,Y,Y,N
하기영어교습소,제주특별자치도 제주시 이도이동 79 1층,입시/교습학원,Y,Y,N
주식회사 한빛컴퍼니,제주특별자치도 제주시 국기로 13 1층,가전/통신,N,Y,N
탑클래스입시영어교습소,"제주특별자치도 제주시 우정로11길 18 상가동 203호, 탑클래스",입시/교습학원,Y,Y,N
와흥스터디,제주특별자치도 제주시 건주로6길 5 101호,입시/교습학원,Y,Y,N
제벌가,제주특별자치도 제주시 우령2길 29-5 제벌가,음식점/식음료업,Y,Y,N
영수학,제주특별자치도 서귀포시 중앙로 172 1114호,입시/교습학원,Y,Y,N
루스트플레이스 인제점,제주특별자치도 제주시 고마로 103 1층루스트플레이스,음식점/식음료업,Y,Y,N
유월 그리고 열두마루,제주특별자치도 제주시 구좌읍 한동로1길 38 유월 그리고 열두마루,음식점/식음료업,Y,Y,N
문삼,제주특별자치도 제주시 동고산로 13-1 1층,음식점/식음료업,Y,Y,N
하나더아이스크림할인점,제주특별자치도 제주시 노형동 741-3 1층,식자재/유통,Y,Y,N
마마바라기,제주특별자치도 서귀포시 중앙로48번길 13 마마바라기,음식점/식음료업,Y,N,N
돌격수산2호점,제주특별자치도 서귀포시 중정로61번길 9-1 1층,음식점/식음료업,Y,Y,N
닥터케이국가대표인랩,제주특별자치도 제주시 월랑로 67 4층,문화/체육,Y,N,N
올레당구장,제주특별자치도 제주시 조천읍 함덕19길 3 2층,문화/체육,Y,N,N
그린당구클럽,제주특별자치도 제주시 고마로 133 4,문화/체육,Y,N,N
원두막,제주특별자치도 서귀포시 중정로91번길 30 .,음식점/식음료업,Y,N,N
더 아지트 예래,제주특별자치도 서귀포시 하예로 1-3 하예1마을 마을회관 2층,음식점/식음료업,Y,Y,N
해태아이스크림서귀포대리점,제주특별자치도 서귀포시 서홍동 377-12 중앙상가,식자재/유통,Y,N,N
깔끄미하르방 홈케어,제주특별자치도 제주시 아연로 204-1 윤오재 202호,기타,Y,N,N
김녕식당,제주특별자치도 제주시 구좌읍 김녕로11길 5-3 1층,음식점/식음료업,Y,N,N
카페세바,제주특별자치도 제주시 조천읍 선흘동2길 20-7 1층,음식점/식음료업,Y,N,N
돈사돈포차,제주특별자치도 제주시 수덕9길 86 1층,음식점/식음료업,Y,N,N
복생상회,"제주특별자치도 제주시 만덕로3길 19 ,라동208호(건입동,우일아파트)",식자재/유통,Y,N,N
예뻐예뻐(채희모),제주특별자치도 제주시 이도일동 1414-4 1층 예뻐예뻐,기타,Y,N,N
빽다방제주애월구엄포구점,제주특별자치도 제주시 애월읍 애월해안로 715 1층 빽다방,음식점/식음료업,Y,N,N
야야제주혼술바,제주특별자치도 제주시 관덕로 41 .,음식점/식음료업,Y,N,N
카페 다온99.9,제주특별자치도 서귀포시 표선면 중산간동로 4710-1 1층,음식점/식음료업,Y,Y,N
복생상회,"제주특별자치도 제주시 관덕로14길 6 ,13호 복생수산",식자재/유통,Y,N,N
온나와 사회적협동조합,제주특별자치도 제주시 원노형6길 11-12 1층,기타,Y,N,N
산방산랜드,제주특별자치도 서귀포시 안덕면 사계리 117 .,문화/체육,Y,N,N
츄츄,제주특별자치도 서귀포시 중앙로48번길 9 1층,음식점/식음료업,Y,N,N
에스엔유아카데미,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 36 C동205호,입시/교습학원,Y,N,N
풍미원도남점,제주특별자치도 제주시 도남로 64 1층,음식점/식음료업,Y,N,N
바운스 노래연습장,제주특별자치도 제주시 아란7길 3-3 3층 301호,문화/체육,Y,N,N
예성공방,제주특별자치도 제주시 조천읍 신촌리 3009 신촌리 3010-1,기타,Y,N,N
카플레이멀티샵,제주특별자치도 서귀포시 이어도로 820 카플레이멀티샵,자동차/주유,Y,N,N
사랑미용실,제주특별자치도 제주시 애월읍 유수암로 237 1층,생활/리빙,Y,N,N
도서출판 꿈나무,제주특별자치도 제주시 조천읍 북촌9길 7 1층,디자인/인쇄,Y,Y,N
황태와꼬막,제주특별자치도 제주시 연화로2길 20 1층,음식점/식음료업,Y,N,N
